Description:	Naive, three-loop dgemm.

Size:	testGflops/s	refGflops/s	percent
300	4.12		28.4		0.145
301	4.23		26.8		0.157
302	4.21		28		0.15
303	4.18		26.7		0.157
304	2.12		28.3		0.0751
305	4.12		26.9		0.153
306	4.19		28		0.15
307	3.59		26.8		0.134
308	4.07		28.4		0.143
309	4.21		26.9		0.156
310	4.19		27.9		0.15
311	4.21		26.6		0.158
312	3.98		28		0.142
313	4.11		26.8		0.154
314	4.19		28.2		0.149
315	3.49		27		0.13
316	4.09		28.2		0.145
317	3.45		26.8		0.128
318	4.17		28.1		0.148
319	4.19		26.9		0.156
320	2.03		28.4		0.0713
321	4.18		27.1		0.154
322	4.15		28		0.148
323	4.15		26.8		0.155
324	4.05		28.5		0.142
325	4.16		27.1		0.154
326	3.87		28		0.138
327	4.16		26.8		0.155
328	3.95		28.2		0.14
329	3.88		27		0.144
330	4.07		28.3		0.144
331	4.02		27.1		0.148
332	4.05		28.4		0.143
333	4.15		27		0.153
334	4		28.2		0.142
335	4.16		27.1		0.154
336	2.11		28.5		0.0741
337	4.15		27.3		0.152
338	4.12		28.1		0.147
339	4.13		26.9		0.153
340	4		28.6		0.14
341	3.38		27.1		0.125
342	3.67		28.1		0.131
343	4.07		27		0.151
344	3.93		28.3		0.139
345	4.12		27.1		0.152
346	4.08		28.4		0.144
347	4.12		27.3		0.151
348	4.03		28.5		0.142
349	3.85		27.2		0.142
350	4.11		28.4		0.145
351	4.13		27.2		0.152
352	2.11		28.6		0.0737
353	4.12		27.4		0.15
354	4.08		28.2		0.145
355	4.1		27.1		0.151
356	4		28.7		0.139
357	4.08		27.4		0.149
358	4.02		28.4		0.142
359	4.07		27.3		0.149
360	3.88		28.6		0.136
361	4.11		27.5		0.15
362	4.07		28.5		0.143
363	4.11		27.4		0.15
364	3.99		28.7		0.139
365	3.96		27.4		0.144
366	3.57		28.4		0.126
367	3.89		27.3		0.142
368	2.1		28.6		0.0732
369	3.87		27.5		0.141
370	4.01		28.4		0.141
371	4.05		27.4		0.148
372	3.96		28.7		0.138
373	4.06		27.4		0.148
374	4.04		28.4		0.142
375	4.07		27.4		0.149
376	3.86		28.6		0.135
377	4.01		27.5		0.146
378	4.01		28.4		0.141
379	4.01		27.4		0.146
380	3.97		28.7		0.138
381	3.6		27.5		0.131
382	4.02		28.4		0.142
383	4		27.4		0.146
384	1.47		28.7		0.0512
385	3.99		27.5		0.145
386	3.99		28.5		0.14
387	3.97		27.5		0.145
388	3.91		28.7		0.136
389	3.87		27.5		0.141
390	3.4		28.4		0.12
391	3.96		27.4		0.144
392	3.8		28.7		0.133
393	3.97		27.6		0.144
394	3.36		28.5		0.118
395	3.27		27.5		0.119
396	3.89		28.7		0.136
397	3.95		27.6		0.143
398	3.41		28.5		0.12
399	3.77		27.5		0.137
400	2.09		28.6		0.0729
401	3.77		27.6		0.137
402	3.81		28.5		0.134
403	3.81		27.5		0.139
404	3.81		28.7		0.133
405	3.92		27.3		0.144
406	3.34		28.4		0.118
407	3.33		27.5		0.121
408	3.72		28.5		0.131
409	3.54		27.5		0.129
410	3.43		28.5		0.12
411	3.87		27.5		0.141
412	3.82		28.5		0.134
413	3.61		27.6		0.131
414	3.72		28.5		0.131
415	3.87		27.5		0.141
416	2.07		28.7		0.0723
417	3.83		27.4		0.14
418	3.72		28.2		0.132
419	3.18		27.5		0.116
420	3.77		28.8		0.131
421	3.41		27.6		0.123
422	3.82		28.5		0.134
423	3.07		27.3		0.112
424	3.65		28.4		0.128
425	3.72		27.5		0.135
426	3.37		28.5		0.118
427	3.14		27.5		0.114
428	3.74		28.7		0.13
429	3.12		27.6		0.113
430	3.13		28.4		0.11
431	3.26		27.5		0.119
432	2.07		28.6		0.0725
433	3.24		27.6		0.117
434	3.56		28.4		0.125
435	3.25		27.5		0.118
436	3.32		28.7		0.116
437	3.35		27.6		0.121
438	3.56		28.3		0.126
439	3.21		27.4		0.117
440	3.62		28.6		0.127
441	3.4		27.6		0.123
442	3.31		28.5		0.116
443	3.53		27.5		0.128
444	3.09		28.7		0.108
445	3.35		27.6		0.121
446	3.02		28.4		0.106
447	3.7		27.5		0.135
448	1.82		28.6		0.0637
449	3.67		27.6		0.133
450	2.97		28.4		0.105
451	3.14		27.5		0.114
452	2.98		28.6		0.104
453	3.03		27.5		0.11
454	3.33		28.4		0.117
455	3.17		27.5		0.115
456	3.3		28.5		0.116
457	2.97		27.5		0.108
458	2.89		28.4		0.102
459	2.87		27.5		0.104
460	3.23		28.5		0.113
461	2.91		27.5		0.106
462	2.99		28.3		0.105
463	2.97		27.5		0.108
464	2.05		28.4		0.0722
465	2.92		27.6		0.106
466	2.92		28.3		0.103
467	2.9		27.5		0.106
468	2.84		28.5		0.0996
469	2.68		27.5		0.0973
470	2.89		28.3		0.102
471	2.83		27.4		0.103
472	2.79		28.3		0.0987
473	2.74		27.5		0.0997
474	2.73		28.3		0.0963
475	2.73		27.5		0.0993
476	2.67		28.5		0.0938
477	2.63		27.5		0.0958
478	2.69		28.2		0.0952
479	2.59		27.4		0.0946
480	2.01		28.4		0.0709
481	2.54		27.5		0.0921
482	2.62		28.2		0.0929
483	2.48		27.4		0.0906
484	2.47		28.4		0.0868
485	2.72		27.5		0.0991
486	2.45		28.2		0.0868
487	2.44		27.3		0.0891
488	2.4		28.2		0.0852
489	2.54		27.5		0.0925
490	2.47		28.2		0.0876
491	2.38		27.4		0.0866
492	2.34		28.4		0.0826
493	2.57		27.4		0.0938
494	2.31		28.2		0.0819
495	2.45		27.3		0.0898
496	2.03		28.3		0.0717
497	2.29		27.4		0.0834
498	2.23		28.1		0.0794
499	2.2		27.3		0.0806
500	2.18		28.3		0.0769
501	2.17		27.4		0.0792
502	2.15		28.1		0.0767
503	2.13		27.2		0.0782
504	2.1		28.2		0.0743
505	2.15		27.3		0.0785
506	2.26		28.1		0.0804
507	2.22		27.2		0.0817
508	2.2		28.3		0.0778
509	2.44		27.2		0.0897
510	2.79		28		0.0998
511	2.99		26.7		0.112
512	1.39		27.9		0.0496
513	2.85		26.9		0.106
514	2.53		27.5		0.092
515	2.15		27.1		0.0791
516	1.91		27.9		0.0684
517	1.82		27.3		0.0668
518	1.7		27.7		0.0616
519	1.57		27.3		0.0574
520	1.46		27.9		0.0522
521	1.39		27.5		0.0507
522	1.32		27.8		0.0475
523	1.25		27.4		0.0454
524	1.18		28.1		0.0419
525	1.12		27.5		0.0407
526	1.04		27.8		0.0374
527	1		27.5		0.0365
528	0.978		28		0.0349
529	0.926		27.4		0.0337
530	0.888		27.9		0.0318
531	0.865		27.5		0.0314
532	0.843		28.1		0.0299
533	0.822		27.6		0.0298
534	0.798		27.9		0.0286
535	0.703		27.5		0.0255
536	0.765		28		0.0273
537	0.721		27.6		0.0261
538	0.729		27.9		0.0261
539	0.718		27.6		0.026
540	0.704		28.1		0.025
541	0.691		27.7		0.025
542	0.682		27.9		0.0244
543	0.67		27.6		0.0243
544	0.696		28.1		0.0248
545	0.61		26.8		0.0228
546	0.558		28		0.0199
547	0.635		27.7		0.023
548	0.628		28.2		0.0223
549	0.619		27.7		0.0223
550	0.613		28		0.0219
551	0.577		27.6		0.0209
552	0.606		28.1		0.0216
553	0.494		27.7		0.0178
554	0.595		28		0.0213
555	0.588		26.8		0.022
556	0.584		28.2		0.0207
557	0.498		27.7		0.018
558	0.574		28		0.0205
